CT1,CT2,CT3,CT_Avg,total_current,state,created_at,vibration,therm_temp
27.06551552,27.96616173,27.14856339,27.39341164,82.18023682,ON,2024-08-03 12:38:04,2037.0,38.88268661
21.56848717,21.35474586,21.53040314,21.48454475,64.45363617,ON,2024-08-03 12:38:09,2102.0,38.86386108
36.20664597,35.09963989,33.53412247,34.94680405,104.8404083,ON,2024-08-03 12:38:14,2192.0,38.85603333
30.98705482,30.71613884,27.40554047,29.70291138,89.10873413,ON,2024-08-03 12:43:40,2133.0,39.69695282
26.72393608,25.53188515,26.65597343,26.30393219,78.91179657,ON,2024-08-03 12:43:45,2128.0,39.69277954
33.34917068,30.69605827,29.11886406,31.05469704,93.16409302,ON,2024-08-03 12:43:50,2099.0,39.68891525
25.93704414,30.6759491,28.04086494,28.21795082,84.65385437,ON,2024-08-03 12:43:55,2073.0,39.66942596
23.47251511,22.62268066,19.04253578,21.71257782,65.13773346,ON,2024-08-03 12:44:00,2161.0,39.64494324
34.9925499,33.50980759,33.65486908,34.05241013,102.1572266,ON,2024-08-03 12:44:05,2085.0,39.57923508
26.12636185,23.24041176,22.19058418,23.85245323,71.55735779,ON,2024-08-03 12:44:10,2101.0,39.54603958
27.40740585,29.8550415,28.40844917,28.55696678,85.67089844,ON,2024-08-03 12:44:15,2112.0,39.5348587
22.43995285,21.55851364,21.16022873,21.71956444,65.15869141,ON,2024-08-03 12:44:20,2062.0,39.49732971
